month,value
2009-03,111.79854940856536
2009-04,59.04019296734081
2009-05,85.23154168338802
2009-06,33.181683834895004
2009-07,59.42868526051804
2009-08,27.52046559919592
2009-09,43.44878430815375
2009-10,38.563968738120714
2009-11,24.795150247256327
2009-12,57.91564905923968
2010-01,12.890173924997178
2010-02,31.652385086234474
2010-03,53.88918893322811
2010-04,48.21131928490787
2010-05,33.35151086610312
2010-06,39.81267955755336
2010-07,36.12275452337896
2010-08,40.111640855568226
2010-09,27.060941355699757
2010-10,84.90551467575047
2010-11,33.651769948417126
2010-12,68.02927805563611
2011-01,86.70744785306182
2011-02,151.64618146634137
2011-03,126.78941088232821
2011-04,93.51347085036164
2011-05,60.20061301764609
2011-06,162.1766551975752
2011-07,62.71528998578343
2011-08,40.74576229035098
2011-09,39.683977374702316
2011-10,42.83590784078728
2011-11,53.360405352891064
2011-12,64.64558888025428
2012-01,44.590089236250755
2012-02,53.19263344277987
2012-03,53.941011470839626
2012-04,41.35922321262454
2012-05,61.28071529757513
2012-06,93.50218405468465
2012-07,29.31207882121521
2012-08,25.393298595792043
2012-09,26.98406951269926
2012-10,47.38131240361416
2012-11,34.102027881009086
2012-12,30.61144042805068
2013-01,19.569036171497075
2013-02,44.752923830586056
2013-03,25.372577533862014
2013-04,25.609382113097045
2013-05,29.27404692989705
2013-06,37.75695100764315
2013-07,21.997905408733452
2013-08,50.13185626767195
2013-09,24.747516255899317
2013-10,53.980971313012326
2013-11,38.29336681576282
2013-12,34.644358576591564
2014-01,43.07748338854926
2014-02,35.4550997435768
2014-03,38.98404244433508
2014-04,21.459868652769337
2014-05,20.399399462498916
2014-06,58.54431014408758
2014-07,28.81047604612431
2014-08,25.897481408443042
2014-09,24.19536042699712
2014-10,188.38900682644288
2014-11,301.9932773547809
2014-12,414.9349917557815
2015-01,264.83425069250706
2015-02,113.61380002470004
2015-03,63.38202640732911
2015-04,58.45577020277288
2015-05,73.66848808124243
2015-06,117.00566842649039
2015-07,71.0584218465258
2015-08,73.14196986889351
2015-09,77.64139015976451
2015-10,58.75163827352683
2015-11,90.64211983676479
2015-12,194.97350908457585
2016-01,212.9876621538143
2016-02,159.68656417736366
2016-03,72.42600070434752
2016-04,119.62854067458869
2016-05,65.65490258739437
2016-06,73.19303090817822
2016-07,32.07281249704347
2016-08,82.32720350285273
2016-09,147.97923322326977
2016-10,125.38842478449278
2016-11,145.43574469051157
2016-12,242.80411734321916
2017-01,129.33087676514364
2017-02,46.4018767922443
2017-03,119.4784618649292
2017-04,45.058708968045245
2017-05,142.0106962936478
2017-06,112.67080617578902
2017-07,91.79606577085684
2017-08,42.8441263167003
2017-09,37.98398162072993
2017-10,54.49030789518358
2017-11,87.18078898608726
2017-12,86.9823878642219
2018-01,84.28831497278182
2018-02,52.78333064735949
2018-03,78.70454773048728
2018-04,78.58377669825408
2018-05,133.51435446839375
2018-06,183.6609887210039
2018-07,93.74645948350862
2018-08,43.16807522868589
2018-09,125.05673092948915
2018-10,83.8575546002143
2018-11,173.6774446245432
2018-12,212.39274805836857
2019-01,60.80715880463264
2019-02,74.74318471571041
2019-03,79.82203340508103
2019-04,139.8640406567541
2019-05,67.87703590726494
2019-06,73.20752841006131
2019-07,117.88731438791302
2019-08,51.189196263620644
2019-09,95.16174454991855
2019-10,34.89274875570973
2019-11,57.71001909110638
2019-12,98.9634168867713
2020-01,69.9677185710726
2020-02,76.89127177364573
2020-03,224.09492865620152
2020-04,259.3548420075947
2020-05,44.20429584436296
2020-06,63.864628218826304
2020-07,34.12187906600593
2020-08,27.940375734960607
2020-09,44.748410515630404
2020-10,42.58148016036512
2020-11,38.711652999175215
2020-12,40.857466991356155
2021-01,39.28652008654787
2021-02,45.221139068825885
2021-03,63.37433095063129
2021-04,44.51176907660801
2021-05,20.750423665770224
2021-06,80.4332482070122
2021-07,182.65937589427315
2021-08,64.11631214766219
2021-09,51.092703374351785
2021-10,121.26664882143868
2021-11,118.12963834765523
2021-12,47.20208387334616
2022-01,69.0143369157992
2022-02,73.68342064555854
2022-03,233.36666511796105
2022-04,61.09347212793469
2022-05,71.2277893098275
2022-06,140.2864879081443
2022-07,76.77540102435923
2022-08,57.0490858607558
2022-09,59.67981889493315
2022-10,372.3147438988327
2022-11,128.49002849285063
2022-12,93.17808440893731
2023-01,28.901697254309337
2023-02,21.672048112281388
2023-03,31.68101206018641
2023-04,94.0001282735469
2023-05,36.45029186050933
2023-06,78.70893266480996
2023-07,29.93458318969077
2023-08,53.25687128625533
2023-09,55.8142473708798
2023-10,74.28375405299138
