month,value
2003-12,32.77553710796855
2004-01,32.55142823294307
2004-02,33.83557482118309
2004-03,30.756050227729315
2004-04,30.38288890677216
2004-05,38.63064753480348
2004-06,42.72651382657756
2004-07,27.794088688835338
2004-08,33.239256461648175
2004-09,30.84518108308188
2004-10,35.663365081295595
2004-11,37.57755149681648
2004-12,53.8905622088
2005-01,35.2269967306727
2005-02,29.95204844792068
2005-03,55.09239488615183
2005-04,41.71469473294233
2005-05,31.2126698287986
2005-06,33.60216767359917
2005-07,28.318847227324557
2005-08,29.803485372349297
2005-09,38.060667944948804
2005-10,32.71051835869478
2005-11,26.40570564504151
2005-12,26.238325839448777
2006-01,25.790327957273245
2006-02,37.71999852213087
2006-03,30.85902574324182
2006-04,36.965100797658685
2006-05,29.338671493644707
2006-06,23.782563876966282
2006-07,21.826595450503664
2006-08,22.98654302999234
2006-09,29.33082574309488
2006-10,31.950306868878926
2006-11,34.71963070435403
2006-12,17.07866818135194
2007-01,47.85213022478143
2007-02,29.590346433827484
2007-03,29.985339824987822
2007-04,29.499895630987034
2007-05,24.648333029460296
2007-06,21.211145345217318
2007-07,20.075032797605825
2007-08,26.837278288458272
2007-09,21.292804989322104
2007-10,32.319316766036046
2007-11,34.18974060045777
2007-12,29.038880500256624
2008-01,26.197738902458838
2008-02,31.9038321571142
2008-03,42.66560501244477
2008-04,25.722741885209228
2008-05,29.26385869337712
2008-06,44.387013067517145
2008-07,40.34086149644222
2008-08,36.19817420745036
2008-09,97.52566857995203
2008-10,69.30381831458611
2008-11,90.33904992694794
2008-12,118.50583377512758
2009-01,91.59669659975297
2009-02,84.39893497420336
2009-03,80.50486281932545
2009-04,59.17424048674922
2009-05,35.39816287133137
2009-06,36.07348275293333
2009-07,43.853236275750774
2009-08,35.32580046952248
2009-09,42.07449899136395
2009-10,29.417662330437565
2009-11,29.799568218204232
2009-12,25.884809194610416
2010-01,21.983654030509157
2010-02,35.99999555819507
2010-03,21.244483855886283
2010-04,22.68645837286716
2010-05,52.97679014700427
2010-06,31.0135581583994
2010-07,27.56546676046633
2010-08,27.76547054303463
2010-09,25.312040574246808
2010-10,28.17236604601241
2010-11,26.84066708347809
2010-12,15.828084872327947
2011-01,29.35295608560255
2011-02,37.18527518738494
2011-03,27.063708768010837
2011-04,24.674773757897288
2011-05,46.368514904719426
2011-06,31.8330563228035
2011-07,24.587397290011538
2011-08,45.565147682580594
2011-09,42.13320709863186
2011-10,39.207815659447085
2011-11,25.03736700804341
2011-12,29.133019038182116
2012-01,21.50616813412138
2012-02,19.177540389804175
2012-03,21.42947497208941
2012-04,18.93852602052866
2012-05,21.19998110003432
2012-06,43.64873297624656
2012-07,33.37258836409296
2012-08,20.706326109807467
2012-09,21.043536070917046
2012-10,26.740381129196916
2012-11,29.47857639740426
2012-12,18.508998073134343
2013-01,11.39320549226568
2013-02,14.387290274924078
2013-03,13.25944020663108
2013-04,23.492996734434424
2013-05,20.775799058567095
2013-06,18.233791099279163
2013-07,19.6593644375415
2013-08,21.179275766258492
2013-09,19.719566687597023
2013-10,17.57074882176016
2013-11,16.931617587859783
2013-12,13.814615775498687
2014-01,20.043710114297674
2014-02,13.804990913262158
2014-03,17.950569817578966
2014-04,17.00212256965059
2014-05,12.093808913930927
2014-06,11.122300376699744
2014-07,26.13973907969589
2014-08,20.346154552276985
2014-09,30.010092909625108
2014-10,25.003834379686435
2014-11,46.21327153892239
2014-12,42.04121220743196
2015-01,58.04186498322994
2015-02,67.05251507127203
2015-03,44.74160220885372
2015-04,44.641663167378915
2015-05,32.9983392554743
2015-06,26.70047793864814
2015-07,37.19470548062013
2015-08,63.36034373762964
2015-09,51.256779863311586
2015-10,39.588338341932804
2015-11,34.2768492461596
2015-12,45.0172939567905
2016-01,80.47108406676061
2016-02,78.79554223857642
2016-03,53.40378234148309
2016-04,54.80227450513152
2016-05,27.65000390788398
2016-06,40.958789150340955
2016-07,36.626893813554176
2016-08,38.72923103956627
2016-09,43.31994880673539
2016-10,27.45379756930638
2016-11,45.20220029376061
2016-12,26.360415274756775
2017-01,27.81355222666417
2017-02,17.14399229883934
2017-03,28.688517209417384
2017-04,19.837721662620044
2017-05,32.86267973833519
2017-06,27.974320688794585
2017-07,24.11974935417868
2017-08,27.14784191366241
2017-09,22.535948088276896
2017-10,22.462613754011432
2017-11,20.16561242446908
2017-12,19.518022056694125
2018-01,15.662764089016978
2018-02,24.91846502489528
2018-03,25.00062047232862
2018-04,23.915980383655068
2018-05,27.36008730333619
2018-06,41.37688317500025
2018-07,37.357566406221466
2018-08,21.66216789973208
2018-09,23.467965916493473
2018-10,26.738245562692025
2018-11,41.96132311137252
2018-12,50.130937209283935
2019-01,32.78186431904958
2019-02,24.461830849219112
2019-03,20.866497920667904
2019-04,20.979357256524825
2019-05,34.38122651065705
2019-06,36.589538710008014
2019-07,32.26541227367476
2019-08,48.958270596700594
2019-09,63.11029583294564
2019-10,21.827444620180252
2019-11,26.861563329032624
2019-12,23.021784845643275
2020-01,25.736072582125725
2020-02,35.08317179135291
2020-03,248.44438375651222
2020-04,1302.9316994062192
2020-05,83.03051233158088
2020-06,50.09066447945284
2020-07,24.679444371676347
2020-08,19.7419184022118
2020-09,46.3333763534865
2020-10,47.308162291386765
2020-11,42.48296043736718
2020-12,20.871022475909403
2021-01,26.123180621615198
2021-02,27.38939196953785
2021-03,50.967991309841466
2021-04,30.055853031498415
2021-05,29.349640578378832
2021-06,16.23641195669418
2021-07,39.259156865975086
2021-08,36.184881030981195
2021-09,22.61668530448037
2021-10,22.700078574633636
2021-11,52.10013399290202
2021-12,32.285742269700776
2022-01,23.148310763022376
2022-02,33.69010739021798
2022-03,89.12426967414088
2022-04,51.22141905566706
2022-05,45.93344670679797
2022-06,39.272267188714785
2022-07,57.0300387891273
2022-08,42.325754029940036
2022-09,43.91529010629377
2022-10,38.53154416031512
2022-11,41.773854946654424
2022-12,34.095348801185175
2023-01,33.31067644972438
2023-02,32.742830303802506
2023-03,39.49360803975515
2023-04,34.05535236443355
2023-05,39.179082415088146
2023-06,37.05084572740662
2023-07,24.476115646445404
2023-08,22.79194464300845
